;query_id;query_hash;sf;sql_text;target_work_mem_mb;target_max_parallel_workers_per_gather;target_jit;target_enable_hashjoin;target_enable_indexscan;target_enable_nestloop;feature_total_cost;feature_plan_rows;feature_plan_width;feature_num_joins;feature_num_scans;feature_num_aggs;feature_num_sorts;feature_num_filters;feature_num_index_scans;feature_num_mem_nodes;feature_total_scan_size_bytes;feature_max_node_cost;metric_duration_ms;metric_actual_rows;metric_temp_written_blocks;metric_shared_hit_blocks;metric_shared_read_blocks;metric_peak_memory_mb;metric_max_log_planner_error;strat_label
9708;3429;6e023574ce4f3a2835aec6a9f8d55042;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 438;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;122880;68017.57;2.32;438;0;3492;45;48.0;3.2;J0_I1_H1_D0
9709;691;b2500852d41e3d2c7506aa92995beb95;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 389;64;0;off;on;on;on;17213548.61;133108696;28;2;3;0;0;0;0;2;12337152;17213548.61;16.509;73049;0;5611;7527;3921.0;5.5;J0_I1_H1_D0
9710;1526;8c2ba5dedb0157c49094d0f5bc78f72e;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 403;128;4;on;on;on;on;2669807.82;28801880;155;1;2;0;0;0;0;2;97681408;2669807.82;29.927;500000;0;1529;59132;0.0;4.8;J1_I1_H1_D4
9711;4231;568f02de3bf4d5ff32bfc7ec43417a4d;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 342;128;4;on;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;94920704;311618.75;34.25;500000;0;15143;57510;0.0;3.9;J1_I1_H1_D4
9712;476;e3fb87fa0a70d2481309a26baf9c96e8;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 371;512;0;off;on;on;off;3201170.57;2776151;142;2;3;0;0;0;1;0;2957312;3201170.57;13.267;73049;0;8056;1516;3878.0;3.9;J0_I1_H1_D0
9713;6531;ece47b13e0cc2f783f59c86c081ca529;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 439;512;0;off;on;on;off;1685776.72;28801880;155;1;2;0;0;0;0;0;147456;1685776.72;0.2;453;0;53;0;12.0;4.8;J0_I1_H1_D0
9714;5836;aae26342cfa540a55681d11d010f94e3;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 460;64;2;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;2301952;702031.86;3.092;474;0;5996;0;51.0;3.8;J0_I1_H1_D2
9715;14614;9236525a6e2f8b73ac14e3eeacfc9e8b;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 254;4;0;off;off;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;327680;11775255.38;0.152;254;0;201;0;0.0;4.7;J0_I1_H0_D0
9716;2514;e8385d6ce9523d0c39049fb5e6dc4266;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 228;4;0;off;off;on;on;2789045.49;7197269;242;2;3;0;0;0;1;0;245760;2789045.49;0.241;234;0;564;0;4.0;4.6;J0_I1_H0_D0
9717;14646;a62c1d6381a7614a98b72b3850748de2;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 224;64;0;off;on;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;0;14944978.44;2.449;224;0;2024;0;25.0;4.8;J0_I1_H1_D0
9718;11375;ebbef5de4c43c26e7fb2f570d99f95b7;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 411;64;0;off;on;on;on;1352745.63;28801880;155;1;2;0;0;0;0;2;0;1352745.63;13.392;73049;0;8044;0;3878.0;4.8;J0_I1_H1_D0
9719;5338;ea2ac1d11d6088b3cb3a8bb2be425b1e;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 151;64;0;off;on;on;on;12134145.42;14331215;242;2;3;0;0;0;1;0;0;12134145.42;0.192;151;0;236;0;2.0;5.0;J0_I1_H1_D0
9720;129;d418f4233e0c756a8d09febb96c80e6e;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 248;64;0;off;on;on;on;2789045.49;7197269;242;2;3;0;0;0;1;0;16384;2789045.49;0.314;256;0;600;8;4.0;4.5;J0_I1_H1_D0
9721;12747;2a1060578a70569c59970ac68525dcae;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 230;512;0;off;on;on;off;805130.13;7198229;242;2;3;0;0;0;0;0;0;805130.13;1.244;230;0;32;920;10.0;4.5;J0_I1_H1_D0
9722;7812;93a8c42f0728f42b9dd557ef7e23cea2;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 258;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;0;4139903.13;11.383;73049;0;8017;0;3878.0;5.7;J0_I1_H1_D0
9723;9294;84c22f7f8448f83c31ecc61d8b0c5973;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 316;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;11.133;73049;0;8029;0;3887.0;5.6;J0_I1_H1_D0
9724;7901;94c14db495d9ce7cf3ba2f2ed03680d8;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 400;56;0;off;on;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;188416;11775255.38;0.247;405;0;321;0;0.0;4.6;J0_I1_H1_D0
9725;6915;5f3e9f2ca1d736f26327dd387eedf965;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 471;238;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;8192;4136258.76;0.169;471;0;19;0;9.0;5.5;J0_I1_H1_D0
9726;12407;77b6a022a1f0af5addcb7ec5e50e77ac;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 379;64;0;off;on;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;0;11775255.38;0.208;379;0;309;0;0.0;4.6;J0_I1_H1_D0
9727;12062;75b521e1f2390d65629a1e98e3dc7151;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 373;64;0;off;on;on;on;1239524.61;14400819;242;1;2;0;0;0;0;0;0;1239524.61;2.12;373;0;3030;0;41.0;4.6;J0_I1_H1_D0
9728;10827;5c0e5b4d755fd6497741663f8ab725ef;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 188;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;0;68017.57;1.907;188;0;1526;0;21.0;3.6;J0_I1_H1_D0
9729;5318;eea0d38d62d691119038ee32fca84453;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 93;64;0;off;on;on;on;5535661.75;28801880;155;2;3;0;0;0;0;2;91037696;5535661.75;70.246;500000;5132;4615;55558;6939.0;5.5;J0_I1_H1_D0
9730;5455;a463913fc5a3da3980b7001d01a06342;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 484;64;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;90447872;2983471.78;44.329;500001;0;16224;65746;0.0;4.7;J0_I1_H1_D2
9731;13161;776149bec245e95d86ee5e5c47432f7a;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 284;128;4;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;87564288;97223.39;30.96;500000;0;7627;53006;0.0;3.4;J1_I1_H1_D4
9732;8762;1a03552db95957dc7a1ddb156f98c205;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 490;64;0;off;on;on;on;1718989.28;28801880;155;2;3;0;0;0;0;4;57344;1718989.28;11.795;73049;0;8061;28;3890.0;4.7;J0_I1_H1_D0
9733;12375;af9267f87fc149f6e9e284faa8a26979;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 71;4;0;off;off;on;on;5633732.03;133108696;28;1;2;0;0;0;0;0;0;5633732.03;0.063;71;0;14;0;1.0;6.3;J0_I1_H0_D0
9734;5675;d612840ae86316df3d73f67b4a4a99aa;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 183;64;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;85008384;2983471.78;43.199;500001;0;20433;61482;0.0;5.2;J0_I1_H1_D2
9735;13943;26c3d72002889036db07d1236b8796c4;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 158;121;2;off;on;on;on;1035553.09;7198229;242;2;3;0;0;0;0;4;83369984;1035553.09;43.64;500001;0;21925;50140;0.0;4.7;J0_I1_H1_D2
9736;12510;d3b09710034aa9e45f9c8e5d9c1d43a2;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 404;64;0;off;on;on;on;4478891.12;28801880;155;2;3;0;0;0;0;0;57344;4478891.12;2.335;419;0;3452;28;47.0;4.8;J0_I1_H1_D0
9737;11077;dfd46791f5abdd261d2c0c80fc57e2a2;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 304;64;0;off;on;on;on;17213548.61;133108696;28;2;3;0;0;0;0;2;0;17213548.61;13.662;73049;0;12462;0;3912.0;5.6;J0_I1_H1_D0
9738;10210;010dbbdec8aa1cca836a6372b64d626b;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 163;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;80093184;108309.92;44.312;500001;0;617;71428;0.0;3.6;J0_I1_H1_D2
9739;7965;5f65c9650b2140dba2df2ded79049c38;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 487;128;4;on;on;on;on;5535661.75;28801880;155;2;3;0;0;0;0;2;98729984;5535661.75;35.713;500000;0;6496;70594;54.0;4.8;J1_I1_H1_D4
9740;14524;62addaba69eec584622a4cddfce9370d;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 466;64;0;off;on;on;on;9198152.61;7197029;242;2;3;0;0;0;1;0;466944;9198152.61;20.168;35795;0;433572;228;3.0;4.2;J0_I1_H1_D0
9741;14447;6ecbc4943754a7beee902e1a6d588fe5;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 152;512;0;off;on;on;off;805130.13;7198229;242;2;3;0;0;0;0;0;57344;805130.13;0.778;152;0;32;608;10.0;4.7;J0_I1_H1_D0
9742;6189;5a805eaa83ea7c7397f62bedefdac830;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 237;64;0;off;on;on;on;772449.99;685299;174;1;2;0;0;0;1;0;548864;772449.99;20.581;35853;0;326094;201;0.0;3.5;J0_I1_H1_D0
9743;9121;395dba904f66e624a13ee09c8ae5ae21;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 198;64;0;off;on;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;24576;17209656.51;1.648;198;0;1593;12;31.0;5.8;J0_I1_H1_D0
9744;10956;2b1b680120f7311a74f96c1a7fe33ed7;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 441;70;2;off;on;on;on;1035553.09;7198229;242;2;3;0;0;0;0;4;94904320;1035553.09;44.392;500001;0;14740;57360;0.0;4.2;J0_I1_H1_D2
9745;13844;6514b3e3d8826ae36fbc85945182a04f;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 292;64;0;off;on;on;on;724139.04;7198229;242;2;3;0;0;0;0;2;0;724139.04;2.125;292;0;2398;0;42.0;4.4;J0_I1_H1_D0
9746;5057;45cedd14bcc7c2503301efca5533e818;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 180;64;0;off;on;on;on;1239524.61;14400819;242;1;2;0;0;0;0;0;57344;1239524.61;1.976;180;0;1444;21;20.0;4.9;J0_I1_H1_D0
9747;2792;60b2217121462967b9ce4cbc01593ccb;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 138;64;0;off;on;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;172032;11775255.38;0.199;140;0;60;63;0.0;5.0;J0_I1_H1_D0
9748;3893;f7f09c2cdc1c9b68f24c9e84878f8334;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 424;64;2;off;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;92872704;108309.92;45.454;500001;0;12846;59234;0.0;3.2;J0_I1_H1_D2
9749;6483;afda195b626dfe2896ab4ebb03a26b73;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 278;64;0;off;on;on;on;17213548.61;133108696;28;2;3;0;0;0;0;2;49152;17213548.61;17.303;73049;0;12226;24;3909.0;5.7;J0_I1_H1_D0
9750;1978;09fd642353f0f511f774014519212298;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 257;4;0;off;off;on;on;3106726.06;2776151;142;1;2;0;0;0;1;0;2056192;3106726.06;20.051;35809;0;325959;0;0.0;4.0;J0_I1_H0_D0
9751;11861;f6f47d42cdd01bc53b2733d0e6c8f4c4;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 373;64;0;off;on;on;on;12134145.42;14331215;242;2;3;0;0;0;1;0;434176;12134145.42;0.706;378;0;240;212;2.0;4.6;J0_I1_H1_D0
9752;2426;bb9224c259de6d02a43fd8592708a00f;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 326;4;0;off;off;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;0;11775255.38;0.253;326;0;255;0;0.0;4.6;J0_I1_H0_D0
9753;2495;2d217b8a1e97a01fe4835e7a6cba1bd0;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 108;4;0;off;off;on;on;2789045.49;7197269;242;2;3;0;0;0;1;0;155648;2789045.49;0.203;108;0;472;0;5.0;4.8;J0_I1_H0_D0
9754;13113;bcff1428a66679feb0811eb9cf604e84;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 113;231;2;off;on;on;on;1035553.09;7198229;242;2;3;0;0;0;0;4;95805440;1035553.09;47.167;500001;0;13775;58280;0.0;4.8;J0_I1_H1_D2
9755;3520;4fe52d1377971dfbc63610d860a82b7c;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 277;64;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.458;277;0;2232;0;31.0;5.7;J0_I1_H1_D0
9756;586;09362fa9b55d1bb82b5b1de9e6083ae9;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 386;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;13.353;73049;0;8025;0;3887.0;5.5;J0_I1_H1_D0
9757;10741;3cb4d84c0aae509cbc33a432751b9b3a;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 330;64;0;off;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;0;853049.04;0.182;330;0;43;0;9.0;4.6;J0_I1_H1_D0
9758;7502;5a3d52c386976cb8be453e3210dc7d16;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 459;128;4;on;on;on;on;1035553.09;7198229;242;2;3;0;0;0;0;4;93044736;1035553.09;43.63;500000;0;16268;56490;0.0;4.2;J1_I1_H1_D4
9759;5490;e97b534b485e08102b4809ee6099ac00;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 54;244;0;off;on;on;on;2905234.31;7197269;242;2;3;0;0;0;1;0;65536;2905234.31;1.439;56;0;552;0;6.0;5.1;J0_I1_H1_D0
9760;9092;a80a3eb68894239922491ce2eee3368d;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 311;64;0;off;on;on;on;814116.26;685299;174;2;3;0;0;0;1;0;868352;814116.26;23.893;35859;0;437492;424;34.0;3.3;J0_I1_H1_D0
9761;10663;aa23e47a09c61785ae9bb4142cc24f3a;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 148;64;0;off;on;on;on;4147737.43;28801880;155;2;3;0;0;0;0;2;57344;4147737.43;13.836;73049;0;11198;28;3895.0;5.3;J0_I1_H1_D0
9762;7288;39ce698b7bbd80f7945e7da769988b69;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 292;64;2;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;1818624;702031.86;2.516;292;0;3904;0;32.0;4.0;J0_I1_H1_D2
9763;13310;2b0317f3f5bf030bc6a9299520f799ab;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 387;32;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.117;387;0;16;0;9.0;5.5;J0_I1_H1_D0
9764;10132;81922b20b7e1f476c965661ee06e8a4f;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 73;64;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;89899008;2030855.24;42.844;500001;0;17295;54730;0.0;5.3;J0_I1_H1_D2
9765;10432;e4016ca8f734cd7242842eeb4b104653;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 348;64;0;off;on;on;on;625194.76;7198229;242;1;2;0;0;0;0;0;0;625194.76;1.998;348;0;2827;0;39.0;4.3;J0_I1_H1_D0
9766;10602;ab6e9328fddeb5090436dbc6bd6f6b17;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 192;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;88317952;311618.75;42.837;500001;0;18580;53460;0.0;4.1;J0_I1_H1_D2
9767;10914;1ff61cf6aa1947c81727fe50664c75bf;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 203;128;4;on;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;85565440;2983471.78;34.229;500000;0;20469;62054;0.0;5.1;J1_I1_H1_D4
9768;9325;f4132f5faa6271f5509ec2f81ae82b74;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 88;512;0;off;on;on;off;9314338.38;7197029;242;2;3;0;0;0;1;0;98304;9314338.38;14.725;73049;0;8384;0;3878.0;4.9;J0_I1_H1_D0
9769;4536;d2e7b279b60a2e1994d04f3ced581ecd;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 204;64;2;off;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;84664320;311618.75;45.96;500001;0;20635;51400;0.0;4.1;J0_I1_H1_D2
9770;12438;64c4e0bf9ee09e63c2f2236d2a1794da;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 466;64;0;off;on;on;on;4478891.12;28801880;155;2;3;0;0;0;0;0;81920;4478891.12;2.417;485;0;4011;43;55.0;4.8;J0_I1_H1_D0
9771;6694;81b6f9f6935cbba294dad6c070f19bfa;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 212;128;4;on;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;82927616;138927.42;30.405;500000;0;14551;60209;24.0;3.5;J1_I1_H1_D4
9772;12291;5dd45d48833b06374422ee5057bdf9de;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 98;512;0;off;on;on;off;3201170.57;2776151;142;2;3;0;0;0;1;0;0;3201170.57;12.752;73049;0;8036;404;3878.0;4.4;J0_I1_H1_D0
9773;14711;0316660a178c30d954a4993d77310cde;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 286;128;4;on;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;80879616;138927.42;37.724;500000;0;16310;59077;32.0;3.4;J1_I1_H1_D4
9774;1766;8da1e6dcca2b844b20738733bfd23498;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 365;64;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;79003648;2983471.78;43.379;500001;0;24500;57440;0.0;4.9;J0_I1_H1_D2
9775;9333;99b6a8262c33c16cd4e6d76985bbf697;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 148;128;4;on;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;76251136;2030855.24;34.767;500000;0;26378;46295;0.0;5.0;J1_I1_H1_D4
9776;11899;13c52565f9105de3ec55680a3f3b51dd;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 91;64;0;off;on;on;on;4478891.12;28801880;155;2;3;0;0;0;0;0;0;4478891.12;1.478;93;0;828;0;11.0;5.5;J0_I1_H1_D0
9777;8649;cfb1171a33df2cce6fa73cf4fbd6240b;10;SELECT store_sales.* FROM store_sales JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 148;64;0;off;on;on;on;3883798.56;28801880;155;1;2;0;0;0;0;0;8192;3883798.56;1.865;148;0;1197;3;17.0;5.3;J0_I1_H1_D0
9778;11951;b867c37e4331b2b8c7fd25e35f714830;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 273;512;0;off;on;on;off;853049.04;14400819;242;1;2;0;0;0;0;2;57344;853049.04;0.14;275;0;37;0;9.0;4.7;J0_I1_H1_D0
